,Unnamed: 0,user_id,age,Language,city,state,country
44955,44955,116582,32.0,en,minneapolis,"minnesota,",
44958,44958,121057,21.0,en,wauwatosa,wisconsin,usa
44965,44965,132687,28.0,en,oak park,michigan,usa
44967,44967,137687,34.74389988072476,en,ann arbor,michigan,usa
44968,44968,138999,34.74389988072476,en,orlando,florida,usa
44969,44969,141840,25.0,en,wayne,new jersey,usa
44972,44972,143663,34.74389988072476,en,sterling,virginia,usa
44973,44973,146734,37.0,en,pasadena,california,usa
44976,44976,149245,34.74389988072476,en,klamath falls,oregon,usa
44977,44977,152496,34.74389988072476,en,loveland,colorado,usa
44978,44978,156848,34.74389988072476,en,boyne city,michigan,usa
44983,44983,169226,34.74389988072476,en,orlando,florida,usa
44984,44984,170151,34.74389988072476,en,toronto,ontario,canada
44985,44985,171669,49.0,en,hot springs,south dakota,usa
44986,44986,175851,34.74389988072476,en,eustis,florida,usa
44990,44990,183129,50.0,en,panamacitybeach,florida,usa
44992,44992,185467,34.74389988072476,en,toluca lake,california,usa
44994,44994,189718,24.0,en,oxford,ohio,usa
44995,44995,193272,34.74389988072476,en,fort collins,colorado,usa
44996,44996,198564,42.0,en,pickerington,ohio,usa
44999,44999,213859,48.0,en,fountain hills,arizona,usa
45002,45002,221753,35.0,en,hagerstown,maryland,usa
45004,45004,227686,34.0,en,belle vernon,pennsylvania,usa
45008,45008,243376,34.74389988072476,en,keno,oregon,usa
45009,45009,244340,34.74389988072476,en,lincoln,nebraska,usa
45016,45016,252917,35.0,en,fredericton,new brunswick,canada
45022,45022,278255,34.0,en,robesonia,pennsylvania,usa
45023,45023,392,44.0,9,barcelona,catalunya,spain
45027,45027,135241,34.74389988072476,9,barcelona,catalunya,spain
45039,45039,120251,59.0,9,barcelona,catalunya,spain
45043,45043,8360,52.0,9,barcelona,catalunya,spain
45049,45049,200067,30.0,9,mataró,,spain
45052,45052,3757,34.74389988072476,es,madrid,madrid,spain
45053,45053,14958,39.0,es,lezo,euskadi,spain
45054,45054,38589,36.0,es,santa coloma de gramenet,catalunya,spain
45055,45055,178890,34.74389988072476,es,gijon,asturias,spain
45056,45056,204567,25.0,es,berga,berguedà,spain
45061,45061,9029,34.74389988072476,9,gavà,barcelona,spain
45062,45062,43645,33.0,9,barcelona,catalonia,spain
45067,45067,393,24.0,9,brighton,east sussex,united kingdom
45070,45070,30411,34.74389988072476,en,glasgow,scotland,united kingdom
45073,45073,50769,34.74389988072476,en,glasgow,scotland,united kingdom
45086,45086,145342,36.0,en,paraparaumu,kapiti coast,new zealand
45087,45087,181598,34.74389988072476,en,ardrossan,alberta,canada
45096,45096,229615,34.74389988072476,en,leicester,england,united kingdom
45098,45098,256023,34.74389988072476,en,vancouver,british columbia,canada
45099,45099,260549,24.0,en,three hills,alberta,canada
45102,45102,400,34.74389988072476,en,st. louis,missouri,usa
45105,45105,406,37.0,es,madrid,madrid,spain
45106,45106,408,17.0,9,mountain view,california,usa
45112,45112,77273,34.74389988072476,en,golden,"colorado,",
45113,45113,79430,49.0,en,grinnell,iowa,usa
45114,45114,110807,34.74389988072476,en,broomfield,colorado,usa
45115,45115,111171,34.74389988072476,en,littleton,colorado,usa
45116,45116,129150,34.74389988072476,en,burlington,vermont,usa
45118,45118,156985,34.74389988072476,en,amarillo,texas,usa
45131,45131,93130,61.0,9,saskatoon,saskatchewan,canada
45136,45136,150554,15.0,9,roanoke,virginia,usa
45138,45138,165316,39.0,9,galveston,texas,usa
45142,45142,214717,23.0,9,berkeley,california,usa
45143,45143,252422,34.74389988072476,9,columbia,south carolina,usa
45166,45166,222204,42.0,en,janesville,california,usa
45175,45175,13094,24.0,en,schenectady,new york,usa
45181,45181,76019,28.0,en,norwich,england,united kingdom
45183,45183,84671,43.0,en,montney,british columbia,canada
45184,45184,90315,34.74389988072476,en,toronto,ontario,canada
45192,45192,117210,35.0,en,st louis,"missouri,",
45193,45193,126911,57.0,en,virginia beach,virginia,usa
45194,45194,130085,42.0,en,attadale,western australia,australia
45195,45195,136291,23.0,en,lexington,kentucky,usa
45201,45201,160011,34.74389988072476,en,norman,arkansas,usa
45202,45202,165435,34.74389988072476,en,surrey,british columbia,canada
45208,45208,176609,26.0,en,aschaffenburg,bavaria,germany
45212,45212,195943,17.0,en,aloha,oregon,usa
45218,45218,207936,58.0,en,kanata,ontario,canada
45230,45230,254787,34.74389988072476,en,evergreen,colorado,usa
45234,45234,272415,26.0,en,herzelia,hasharon,israel
45245,45245,70504,33.0,en,winnipeg,manitoba,canada
45260,45260,242061,34.74389988072476,en,new york,new york,usa
45264,45264,2115,55.0,9,escondido,california,usa
45268,45268,5635,26.0,9,new york,new york,usa
45270,45270,7620,21.0,9,knoxville,tennessee,usa
45276,45276,9484,34.74389988072476,9,st. catharines,ontario,canada
45280,45280,12698,32.0,9,portland,oregon,usa
45281,45281,12989,50.0,9,holbrook,new york,usa
45291,45291,16835,28.0,9,bronx,new york,usa
45295,45295,17944,34.74389988072476,9,las cruces,new mexico,usa
45302,45302,21888,26.0,9,columbus,georgia,usa
45303,45303,22936,23.0,9,raleigh,north carolina,usa
45304,45304,23353,31.0,9,berryville,virginia,usa
45306,45306,23881,34.74389988072476,9,toronto,ontario,canada
45315,45315,28255,23.0,9,richmond hill,",",
45332,45332,33727,34.74389988072476,9,bowmanville,ontario,canada
45337,45337,37710,33.0,9,waite park,minnesota,usa
45338,45338,37904,34.74389988072476,9,ballwin,missouri,usa
45341,45341,38713,34.74389988072476,9,pasco,washington,usa
45345,45345,39700,34.74389988072476,9,rosamond,california,usa
45348,45348,41117,34.0,9,warwick,rhode island,usa
45351,45351,43310,34.74389988072476,9,jeferson,georgia,usa
45354,45354,43902,35.0,9,albuquerque,new mexico,usa
45356,45356,44555,40.0,9,palm bay,florida,usa
45359,45359,46690,27.0,9,zürich,kanton zürich,switzerland
45367,45367,51252,34.74389988072476,9,yucca valley,california,usa
45372,45372,54150,34.74389988072476,9,bothell,washington,usa
45377,45377,56663,22.0,9,seattle,washington,usa
45380,45380,57781,34.74389988072476,9,west linn,oregon,usa
45386,45386,62151,45.0,9,norwood,ontario,canada
45390,45390,63782,23.0,9,saint louis,missouri,usa
45392,45392,66731,34.74389988072476,9,murrieta,",",
45394,45394,67693,24.0,9,tulsa,oklahoma,usa
45396,45396,68574,34.74389988072476,9,de soto,missouri,usa
45398,45398,71075,26.0,9,norfolk,virginia,usa
45401,45401,72980,52.0,9,murrysville,pennsylvania,usa
45405,45405,77082,21.0,9,durango,colorado,usa
45408,45408,80105,39.0,9,fort worth,texas,usa
45414,45414,82001,34.74389988072476,9,west bolton,vermont,usa
45416,45416,85265,43.0,9,dunedin,,new zealand
45423,45423,88146,43.0,9,stone mountain,georgia,usa
45429,45429,92121,34.74389988072476,9,new york,new york,usa
45430,45430,92688,62.0,9,atchison,",",
45442,45442,100838,35.0,9,dekalb,illinois,usa
45443,45443,101901,29.0,9,acton,massachusetts,usa
45447,45447,103668,34.74389988072476,9,tucker,georgia,usa
45458,45458,108416,55.0,9,manorville,new york,usa
45460,45460,108531,34.74389988072476,9,bothell,washington,usa
45461,45461,108800,32.0,9,north st. paul,minnesota,usa
45462,45462,109727,27.0,9,olympia,washington,usa
45465,45465,110712,21.0,9,andover,england,united kingdom
45467,45467,111054,21.0,9,starkville,mississippi,usa
45469,45469,112307,34.74389988072476,9,ballwin,missouri,usa
45475,45475,115905,28.0,9,toronto,ontario,canada
45477,45477,116090,34.74389988072476,9,athens,georgia,usa
45478,45478,116433,34.74389988072476,9,ronkonkoma,new york,usa
45479,45479,116537,34.74389988072476,9,richmond,virginia,usa
45480,45480,116740,50.0,9,albuquerque,new mexico,usa
45482,45482,117467,34.74389988072476,9,fort worth,texas,usa
45486,45486,120797,34.74389988072476,9,calgary,alberta,canada
45498,45498,126685,18.0,9,sioux falls,south dakota,usa
45507,45507,129725,34.74389988072476,9,waterloo,ontario,canada
45508,45508,130150,34.74389988072476,9,johnson city,tennessee,usa
45511,45511,132996,34.0,9,austin,texas,usa
45514,45514,133786,35.0,9,olathe,kansas,usa
45518,45518,135294,32.0,9,houston,texas,usa
45520,45520,137151,34.74389988072476,9,toronto,ontario,canada
45523,45523,138437,34.74389988072476,9,gainesville,florida,usa
45524,45524,139339,34.74389988072476,9,nijmegen,gelderland,netherlands
45540,45540,148794,34.74389988072476,9,lacey,",",
45542,45542,150911,35.0,9,southern pines,north carolina,usa
45543,45543,151125,34.74389988072476,9,huntington,new york,usa
45545,45545,151806,50.0,9,christchurch,canterbury,new zealand
45546,45546,152330,24.0,9,toronto,ontario,canada
45548,45548,153858,34.74389988072476,9,columbus,georgia,usa
45552,45552,154736,30.0,9,olympia,washington,usa
45554,45554,155816,49.0,9,north vancouver,british columbia,canada
45565,45565,161448,57.0,9,brentwood,new york,usa
45567,45567,162935,28.0,9,glynde,south australia,australia
45570,45570,163875,34.74389988072476,9,derry,new hampshire,usa
45574,45574,167296,34.74389988072476,9,columbus,georgia,usa
45582,45582,168336,34.74389988072476,9,prince george,british columbia,canada
45583,45583,169164,36.0,9,københavn,københavn,denmark
45584,45584,169681,41.0,9,cottage grove,minnesota,usa
45591,45591,171767,34.74389988072476,9,desoto,missouri,usa
45596,45596,174916,34.74389988072476,9,sandy,,usa
45598,45598,175123,34.74389988072476,9,statesville,north carolina,usa
45599,45599,175703,27.0,9,montreal,quebec,canada
45600,45600,177108,34.74389988072476,9,lincoln,nebraska,usa
45610,45610,183248,37.0,9,rancho santa margarita,california,usa
45617,45617,187871,22.0,9,sussex,new brunswick,canada
45618,45618,188771,30.0,9,fairfield,california,usa
45624,45624,193441,34.74389988072476,9,irving,texas,usa
45625,45625,194202,40.0,9,pensacola,florida,usa
45626,45626,194572,19.0,9,gloucester,"gloucestershire,",
45628,45628,195326,34.74389988072476,9,sanford,florida,usa
45636,45636,198834,34.74389988072476,9,haverhill,england,united kingdom
45639,45639,200409,34.74389988072476,9,monmouth,illinois,usa
45652,45652,206375,18.0,9,singapore,,singapore
45653,45653,206384,38.0,9,madison,alabama,usa
45656,45656,207878,32.0,9,champaign,illinois,usa
45658,45658,208641,48.0,9,st. albans,missouri,usa
45666,45666,212253,34.74389988072476,9,charlevoix,michigan,usa
45667,45667,212502,34.74389988072476,9,"lantana,",florida,usa
45678,45678,221389,32.0,9,kingwood,texas,usa
45682,45682,222638,34.74389988072476,9,fort frances,ontario,canada
45696,45696,229456,34.74389988072476,9,morehead,kentucky,usa
45704,45704,231854,34.74389988072476,9,cambridge,england,united kingdom
45706,45706,233709,34.74389988072476,9,great barrington,massachusetts,usa
45715,45715,238290,28.0,9,las cruces,new mexico,usa
45722,45722,240394,25.0,9,baker city,oregon,usa
45729,45729,242362,25.0,9,truro,nova scotia,canada
45736,45736,245088,27.0,9,adams,massachusetts,usa
45742,45742,246528,31.0,9,cambridge,england,united kingdom
45747,45747,250341,37.0,9,parker,texas,usa
45750,45750,252176,34.74389988072476,9,edmonton,alberta,canada
45757,45757,254822,34.74389988072476,9,hamilton,ontario,canada
45768,45768,266378,34.74389988072476,9,aurora,illinois,usa
45777,45777,271196,21.0,9,ruston,louisiana,usa
45779,45779,272217,55.0,9,dartmouth,nova scotia,canada
45788,45788,275906,19.0,9,northern va,virginia,usa
45792,45792,900,25.0,9,scranton,pennsylvania,usa
45803,45803,42573,78.0,9,dallas,",",
45814,45814,116170,24.0,9,lancaster,pennsylvania,usa
45815,45815,116746,66.0,9,barton,vermont,usa
45825,45825,187919,34.74389988072476,9,indianapolis,indiana,usa
45847,45847,196018,27.0,9,joliet,illinois,usa
45848,45848,268179,34.74389988072476,9,austin,texas,usa
45854,45854,167998,10.0,en,sherwood,oregon,usa
45856,45856,212983,34.74389988072476,en,sherwood,oregon,usa
45865,45865,243132,16.0,en,falmouth,maine,usa
45869,45869,60400,34.74389988072476,en,campbell,california,usa
45870,45870,76840,28.0,en,houston,texas,usa
45873,45873,182425,26.0,en,sand lake,michigan,usa
45882,45882,30779,18.0,en,petawawa,ontario,canada
45885,45885,187048,34.74389988072476,en,edmond,oklahoma,usa
45894,45894,413,17.0,en,naperville,illinois,usa
45896,45896,2366,16.0,en,lathrup village,michigan,usa
45898,45898,7769,30.0,en,washington,dc,usa
45902,45902,11709,29.0,en,davison,michigan,usa
45905,45905,20029,16.0,en,troy,michigan,usa
45907,45907,34593,34.74389988072476,en,san diego,california,usa
45909,45909,36114,15.0,en,royal oak,michigan,usa
45916,45916,52125,34.74389988072476,en,doylestown,pennsylvania,usa
45920,45920,67670,34.74389988072476,en,denver,colorado,usa
45922,45922,72844,16.0,en,baton rouge,louisiana,usa
45924,45924,90687,20.0,en,houston,texas,usa
45925,45925,96142,34.74389988072476,en,bakersfield,california,usa
45928,45928,101588,34.74389988072476,en,turlock,california,usa
45935,45935,115105,34.74389988072476,en,orem,utah,usa
45947,45947,144247,34.74389988072476,en,melbourne,victoria,australia
45950,45950,151729,34.74389988072476,en,ellington,connecticut,usa
45951,45951,153249,26.0,en,elmwood park,new jersey,usa
45961,45961,189918,34.74389988072476,en,portland,oregon,usa
45962,45962,189983,34.74389988072476,en,derwood,maryland,usa
45964,45964,198336,34.74389988072476,en,university park,pennsylvania,usa
45965,45965,200811,34.74389988072476,en,boston,massachusetts,usa
45974,45974,233256,36.0,en,new york,new york,usa
45981,45981,261937,34.74389988072476,en,chicago,illinois,usa
45984,45984,267602,34.74389988072476,en,woodinville,washington,usa
45985,45985,277819,16.0,en,prairieville,louisiana,usa
46012,46012,253490,32.0,9,fairview heights,illinois,usa
46013,46013,264041,34.74389988072476,9,toronto,ontario,canada
46016,46016,273075,34.74389988072476,9,south,florida,usa
46022,46022,422,23.0,en,edmonton,alberta,canada
46023,46023,6604,48.0,en,vallejo,california,usa
46029,46029,31611,44.0,en,west end,north carolina,usa
46030,46030,31677,36.0,en,cambridge,massachusetts,usa
46033,46033,42172,55.0,en,pueblo,colorado,usa
46034,46034,46886,54.0,en,carlisle,england,united kingdom
46035,46035,48970,34.74389988072476,en,duvall,washington,usa
46036,46036,51892,60.0,en,st petersburg,florida,usa
46041,46041,66106,49.0,en,ashville,alabama,usa
46044,46044,72040,34.0,en,toronto,ontario,canada
46046,46046,73401,27.0,en,northampton,massachusetts,usa
46049,46049,81845,34.0,en,preston,england,united kingdom
46052,46052,93166,34.74389988072476,en,havelock,ontario,canada
46061,46061,113633,42.0,en,olympia,washington,usa
46069,46069,141178,25.0,en,barrow-in-furness,cumbria,united kingdom
46071,46071,143172,17.0,en,greenville,south carolina,usa
46076,46076,156584,55.0,en,hobart,tasmania,australia
46077,46077,159283,66.0,en,nuneaton,england,united kingdom
46083,46083,181191,63.0,en,grantham,new hampshire,usa
46084,46084,190592,34.74389988072476,en,glasgow,scotland,united kingdom
46086,46086,194253,53.0,en,new york,new york,usa
46087,46087,196251,21.0,en,oxford,england,united kingdom
46088,46088,202979,24.0,en,long beach,california,usa
46089,46089,205632,19.0,en,fredericton,new brunswick,canada
46092,46092,215040,51.0,en,bellows falls,vermont,usa
46098,46098,238936,34.74389988072476,en,thornton,pennsylvania,usa
46106,46106,245927,47.0,en,edmonton,alberta,canada
46108,46108,251541,41.0,en,toledo,ohio,usa
46110,46110,269796,18.0,en,central hainesville,new brunswick,canada
46111,46111,270154,28.0,en,kenner,",",
46114,46114,277937,40.0,en,hemet,california,usa
46118,46118,14176,57.0,9,mattoon,illinois,usa
46122,46122,54740,34.0,9,newark,delaware,usa
46123,46123,62009,34.74389988072476,9,cambridge,massachusetts,usa
46126,46126,94147,63.0,9,wenatchee,washington,usa
46132,46132,133619,40.0,9,pasadena,california,usa
46136,46136,146155,50.0,9,carol stream,illinois,usa
46137,46137,149665,67.0,9,penacook,new hampshire,usa
46138,46138,156161,34.74389988072476,9,newton centre,massachusetts,usa
46139,46139,158427,34.74389988072476,9,elgin,illinois,usa
46147,46147,209356,55.0,9,newport,oregon,usa
46152,46152,258425,34.74389988072476,9,chilliwack,",",
46156,46156,82942,34.74389988072476,en,lake forest,california,usa
46171,46171,20175,34.74389988072476,en,tujunga,california,usa
46188,46188,43673,57.0,en,jackson,mississippi,usa
46191,46191,53051,34.74389988072476,en,anchor point,alaska,usa
46192,46192,54046,25.0,en,quesada,alajuela,costa rica
46194,46194,60570,34.74389988072476,en,st. louis,missouri,usa
46196,46196,66220,57.0,en,lewisburg,tennessee,usa
46199,46199,76257,34.74389988072476,en,northampton,massachusetts,usa
46209,46209,92379,34.74389988072476,en,jerusalem,,israel
46210,46210,99198,34.0,en,new orleans,louisiana,usa
46213,46213,102375,27.0,en,cwmbran,wales,united kingdom
46214,46214,104361,23.0,en,winnipeg,manitoba,canada
46231,46231,126384,34.74389988072476,en,centreville,virginia,usa
46232,46232,127336,34.74389988072476,en,arvada,colorado,usa
46234,46234,129017,34.74389988072476,en,rock island,illinois,usa
46238,46238,134289,49.0,en,san angelo,texas,usa
46241,46241,136943,34.74389988072476,en,chesterfield,missouri,usa
46242,46242,137604,30.0,en,houston,texas,usa
46248,46248,143695,50.0,en,islip,new york,usa
46254,46254,149025,34.74389988072476,en,southport,england,united kingdom
46255,46255,149204,34.74389988072476,en,lincoln,nebraska,usa
46260,46260,162260,34.74389988072476,en,los angeles,california,usa
46263,46263,175592,44.0,en,carlsbad,california,usa
46264,46264,178839,46.0,en,naperville,illinois,usa
46266,46266,183569,43.0,en,beacon,new york,usa
46267,46267,184639,34.74389988072476,en,santa paula,california,usa
46269,46269,187287,56.0,en,palmdale,california,usa
46276,46276,215523,34.74389988072476,en,taneytown,maryland,usa
46277,46277,218824,34.74389988072476,en,el cerrito,california,usa
46286,46286,238731,34.74389988072476,en,asheville,north carolina,usa
46287,46287,243639,34.74389988072476,en,salinas,california,usa
46296,46296,265932,25.0,en,singapore,singapore,singapore
46308,46308,188772,34.74389988072476,9,fort wayne,indiana,usa
46309,46309,236749,40.0,9,ashburn,virginia,usa
46311,46311,270180,35.0,9,cleveland,ohio,usa
46315,46315,2933,34.74389988072476,en,seattle,washington,usa
46319,46319,7078,34.74389988072476,en,brookline,new hampshire,usa
46332,46332,22145,30.0,en,halifax,nova scotia,canada
46335,46335,26020,64.0,en,fort lauderdale,florida,usa
46337,46337,30290,29.0,en,portland,oregon,usa
46338,46338,30298,34.74389988072476,en,tucson,arizona,usa
46341,46341,30884,34.74389988072476,en,ridgefield,washington,usa
46344,46344,32437,67.0,en,westerville,ohio,usa
46358,46358,41657,48.0,en,bainbridge,georgia,usa
46367,46367,45781,34.74389988072476,en,augusta,maine,usa
46369,46369,46173,34.74389988072476,en,san francisco,california,usa
46370,46370,46279,47.0,en,portland,oregon,usa
46371,46371,47831,31.0,en,juneau,alaska,usa
46373,46373,48980,57.0,en,banks,oregon,usa
46374,46374,50007,54.0,en,oak park,illinois,usa
46375,46375,50504,34.74389988072476,en,new freedom,",",
46377,46377,53060,34.74389988072476,en,albuquerque,new mexico,usa
46378,46378,56167,22.0,en,bologna,emilia romagna,italy
46379,46379,56850,34.74389988072476,en,manteca,california,usa
46380,46380,58860,41.0,en,fayetteville,arkansas,usa
46382,46382,59374,34.74389988072476,en,mukilteo,washington,usa
46383,46383,59430,48.0,en,akron,ohio,usa
46384,46384,59919,34.74389988072476,en,bayonne,new jersey,usa
46387,46387,60626,30.0,en,halifax,nova scotia,canada
46389,46389,62741,34.74389988072476,en,tampa,florida,usa
46395,46395,68709,34.74389988072476,en,des moines,iowa,usa
46398,46398,75576,34.74389988072476,en,the woodlands,texas,usa
46399,46399,76112,34.74389988072476,en,leyden,holland,netherlands
46401,46401,78634,34.74389988072476,en,seattle,washington,usa
46403,46403,78935,34.74389988072476,en,toronto,ontario,canada
46404,46404,80327,34.74389988072476,en,carrboro,north carolina,usa
46408,46408,81955,50.0,en,towson,maryland,usa
46411,46411,84226,34.74389988072476,en,taos,new mexico,usa
46420,46420,91150,34.74389988072476,en,copiague,new york,usa
46422,46422,92152,57.0,en,tampa,florida,usa
46425,46425,94027,63.0,en,morris plains,new jersey,usa
46428,46428,95933,34.74389988072476,en,rhome,",",
46430,46430,96239,18.0,en,new york,new york,usa
46433,46433,99102,34.74389988072476,en,nashua,new hampshire,usa
46434,46434,99222,34.74389988072476,en,snohomish,washington,usa
46435,46435,100517,46.0,en,warrenton,virginia,usa
46436,46436,100546,34.0,en,los osos,california,usa
46437,46437,100658,34.74389988072476,en,portland,maine,usa
46440,46440,101520,47.0,en,woodland hills,california,usa
46444,46444,110110,25.0,en,penetanguishene,ontario,canada
46448,46448,112033,34.74389988072476,en,belleville,illinois,usa
46459,46459,116717,34.74389988072476,en,berkeley,"california,",
46470,46470,126432,26.0,en,boston,massachusetts,usa
46471,46471,126496,34.74389988072476,en,chicago,illinois,usa
46478,46478,131645,34.74389988072476,en,new york,new york,usa
46479,46479,132261,34.74389988072476,en,east setauket,new york,usa
46492,46492,144869,31.0,en,oxford,oxfordshire,united kingdom
46497,46497,148109,34.74389988072476,en,olathe,kansas,usa
46499,46499,148784,34.74389988072476,en,conroe,texas,usa
46502,46502,149936,59.0,en,collbran,colorado,usa
46504,46504,150930,34.74389988072476,en,van nuys,,usa
46505,46505,151101,34.74389988072476,en,pottstown,pennsylvania,usa
46509,46509,157082,25.0,en,paris,ile de france,france
46516,46516,164141,32.0,en,boston,massachusetts,usa
46519,46519,166269,34.74389988072476,en,copiague,new york,usa
46521,46521,168934,46.0,en,hopkinton,massachusetts,usa
46528,46528,178157,58.0,en,worcester,massachusetts,usa
46529,46529,180160,24.0,en,greene,rhode island,usa
46530,46530,180910,34.74389988072476,en,newbury park,california,usa
46531,46531,181117,34.74389988072476,en,jackson,michigan,usa
46534,46534,182229,34.74389988072476,en,honolulu,hawaii,usa
46539,46539,188813,34.74389988072476,en,st. louis,missouri,usa
46540,46540,191852,34.0,en,paris,,france
46545,46545,197504,34.74389988072476,en,tonawanda,new york,usa
46547,46547,198302,34.74389988072476,en,burbank,california,usa
46549,46549,200668,56.0,en,columbia,missouri,usa
46550,46550,202493,34.74389988072476,en,andover,new jersey,usa
46552,46552,204129,44.0,en,winchester,massachusetts,usa
46555,46555,205943,43.0,en,boston,massachusetts,usa
46556,46556,206666,34.74389988072476,en,toronto,"ontario,",
46561,46561,209739,38.0,en,sharon,massachusetts,usa
46569,46569,216879,34.74389988072476,en,cape elizabeth,maine,usa
46573,46573,221702,51.0,en,stockton,california,usa
46593,46593,231430,34.74389988072476,en,melbourne,victoria,australia
46596,46596,237539,34.74389988072476,en,boise,idaho,usa
46602,46602,243984,40.0,en,st. louis,",",
46614,46614,259305,34.74389988072476,en,fallon,nevada,usa
46618,46618,266299,61.0,en,austin,texas,usa
46622,46622,270551,34.74389988072476,en,whitefish,montana,usa
46624,46624,271156,56.0,en,carlinville,illinois,usa
46626,46626,273471,34.74389988072476,en,traverse city,michigan,usa
46632,46632,278813,34.74389988072476,en,phoenix,arizona,usa
46637,46637,13256,38.0,9,malden,massachusetts,usa
46643,46643,35320,24.0,9,melbourne,victoria,australia
46645,46645,37594,35.0,9,alamogordo,new mexico,usa
46652,46652,64791,28.0,9,los angeles,california,usa
46659,46659,93335,36.0,9,kalama,washington,usa
46663,46663,106201,34.74389988072476,9,columbia,missouri,usa
46664,46664,107592,34.0,9,plano,texas,usa
46670,46670,134260,39.0,9,san francisco,"california,",
46674,46674,142090,33.0,9,sofia,,bulgaria
46676,46676,146781,52.0,9,bethesda,maryland,usa
46689,46689,212411,25.0,9,deltona,florida,usa
46696,46696,226725,56.0,9,cleveland,ohio,usa
46697,46697,227302,50.0,9,chicago,illinois,usa
46706,46706,244993,27.0,9,sale,cheshire,united kingdom
46714,46714,271711,29.0,9,porto,porto,portugal
46720,46720,277987,56.0,9,sunnyvale,california,usa
46722,46722,5710,28.0,en,austin,texas,usa
46729,46729,49299,30.0,en,reston,virginia,usa
46730,46730,51983,34.74389988072476,en,,,usa
46732,46732,73225,34.74389988072476,en,chicago,illinois,usa
46733,46733,90655,24.0,en,omaha,nebraska,usa
46736,46736,111521,13.0,en,portland,oregon,usa
46737,46737,117481,39.0,en,flemington,new jersey,usa
46741,46741,181474,34.74389988072476,en,concord,massachusetts,usa
46742,46742,183154,28.0,en,frederick,maryland,usa
46744,46744,254852,20.0,en,montreal,quebec,canada
46751,46751,3543,37.0,9,elgin,texas,usa
46752,46752,6975,34.74389988072476,9,victoria,british columbia,canada
46759,46759,12707,37.0,9,edmonton,alberta,canada
46762,46762,17917,23.0,9,hamilton,ontario,canada
46765,46765,22114,34.74389988072476,9,abbotsford,british columbia,canada
46773,46773,30052,34.74389988072476,9,minneapolis,minnesota,usa
46775,46775,31094,34.74389988072476,9,cleveland,wisconsin,usa
46780,46780,35143,34.74389988072476,9,austin,texas,usa
46790,46790,47206,34.74389988072476,9,el cajon,california,usa
46795,46795,54653,26.0,9,pooler,georgia,usa
46797,46797,58325,32.0,9,bellingham,washington,usa
46798,46798,58421,36.0,9,toronto,ontario,canada
46801,46801,59658,38.0,9,omaha,nebraska,usa
46806,46806,64110,48.0,9,coquitlam,british columbia,canada
46812,46812,74330,31.0,9,dartmouth,nova scotia,canada
46817,46817,80623,34.74389988072476,9,reno,nevada,usa
46822,46822,86100,70.0,9,bartow,west virginia,usa
46828,46828,91448,34.74389988072476,9,andover,kansas,usa
46829,46829,93279,34.74389988072476,9,naperville,illinois,usa
46833,46833,98007,34.74389988072476,9,chicago,illinois,usa
46840,46840,108760,25.0,9,port alberni,british columbia,canada
46843,46843,111310,31.0,9,san diego,california,usa
46852,46852,118678,53.0,9,kill devil hills,north carolina,usa
46853,46853,119996,48.0,9,jackson,wyoming,usa
46857,46857,123580,34.74389988072476,9,beloit,wisconsin,usa
46869,46869,132957,52.0,9,festus,missouri,usa
46875,46875,136328,45.0,9,bristol,tennessee,usa
46895,46895,152755,42.0,9,portland,maine,usa
46896,46896,152961,34.0,9,jacksonville,florida,usa
46897,46897,153502,34.74389988072476,9,bristol,rhode island,usa
46903,46903,160148,38.0,9,san diego,california,usa
46905,46905,162662,30.0,9,saskatoon,saskatchewan,canada
46908,46908,166231,51.0,9,lodi,california,usa
46914,46914,171216,34.74389988072476,9,washington township,new jersey,usa
46916,46916,172163,34.74389988072476,9,saskatoon,saskatchewan,canada
46917,46917,172240,34.0,9,niagara falls,new york,usa
46918,46918,172260,34.74389988072476,9,long beach,new york,usa
46919,46919,174597,26.0,9,victoria,british columbia,canada
46929,46929,188822,34.74389988072476,9,new berlin,",",
46931,46931,195880,40.0,9,regina,",",
46939,46939,206119,61.0,9,olympia,washington,usa
46948,46948,219117,34.74389988072476,9,glen ridge,new jersey,usa
46949,46949,219178,34.74389988072476,9,redondo beach,california,usa
46957,46957,226476,52.0,9,halifax,nova scotia,canada
46961,46961,229723,34.74389988072476,9,lexington,kentucky,usa
46977,46977,243563,57.0,9,montague,california,usa
46988,46988,252311,34.74389988072476,9,tucson,arizona,usa
46990,46990,253304,34.74389988072476,9,adelaide,south australia,australia
46991,46991,254405,33.0,9,nanticoke,pennsylvania,usa
46993,46993,256392,34.74389988072476,9,woodstock,georgia,usa
47000,47000,263829,35.0,9,quaker hill,connecticut,usa
47007,47007,269244,34.74389988072476,9,rhinelander,wisconsin,usa
47009,47009,270582,34.74389988072476,9,houston,texas,usa
47023,47023,36698,52.0,9,phoenix,arizona,usa
47024,47024,56707,34.74389988072476,9,akron,"ohio,",
47025,47025,58305,22.0,9,vårgårda,vastergotland,sweden
47031,47031,93170,52.0,9,calgary,alberta,canada
47034,47034,104341,46.0,9,york,nebraska,usa
47036,47036,108104,56.0,9,lincoln,rhode island,usa
47037,47037,115278,34.74389988072476,9,wheaton,illinois,usa
47040,47040,123415,55.0,9,sioux falls,south dakota,usa
47041,47041,125698,29.0,9,kirkland lake,ontario,canada
47045,47045,149930,34.74389988072476,9,weston,florida,usa
